fold,emocao,regra,consequente,confianca,suporte
2,amusement,"SE p_lr é BAIXO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.81, suporte=12.6]",alta,0.8098,12.58
2,amusement,"SE p_lr é BAIXO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=1.00, suporte=11.7]",baixa,1.0,11.71
2,amusement,"SE p_lr é MUITO_ALTO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.65, suporte=9.7]",baixa,0.6497,9.74
2,amusement,"SE p_lr é MUITO_ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.63, suporte=8.8]",alta,0.6259,8.79
2,amusement,"SE p_lr é MEDIO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=1.00, suporte=8.0]",baixa,1.0,8.04
2,amusement,"SE p_lr é MUITO_BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=1.00, suporte=7.8]",baixa,1.0,7.84
2,anger,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.87, suporte=4915.4]",baixa,0.867,4915.39
2,anger,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.98, suporte=2223.9]",baixa,0.9759,2223.91
2,anger,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.95, suporte=1873.1]",baixa,0.9491,1873.08
2,anger,"SE p_lr é MUITO_ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é ALTA  [conf=0.77, suporte=1674.8]",alta,0.7667,1674.78
2,anger,"SE p_lr é MEDIO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.91, suporte=1594.4]",baixa,0.9114,1594.4
2,anger,"SE p_lr é ALTO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.96, suporte=1575.2]",baixa,0.9632,1575.18
2,anger,"SE p_lr é MUITO_ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.71, suporte=1517.8]",baixa,0.7106,1517.81
2,anger,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.97, suporte=1466.6]",baixa,0.9729,1466.58
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=1138.4]",baixa,0.9967,1138.39
2,anger,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=1073.1]",baixa,0.9965,1073.07
2,anger,"SE p_lr é MEDIO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.97, suporte=1043.8]",baixa,0.9734,1043.78
2,anger,"SE p_lr é ALTO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=1028.5]",baixa,0.9884,1028.51
2,anger,"SE p_lr é BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=1001.4]",baixa,0.996,1001.42
2,anger,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.86, suporte=970.8]",baixa,0.8641,970.81
2,anger,"SE p_lr é BAIXO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=900.6]",baixa,0.9867,900.59
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.96, suporte=894.1]",baixa,0.9649,894.08
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=867.9]",baixa,0.9908,867.9
2,anger,"SE p_lr é MEDIO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.97, suporte=745.8]",baixa,0.9734,745.85
2,anger,"SE p_lr é ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é ALTA  [conf=0.56, suporte=722.4]",alta,0.5649,722.36
2,anger,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.98, suporte=705.4]",baixa,0.9751,705.39
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=690.7]",baixa,0.9891,690.7
2,anger,"SE p_lr é MEDIO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=638.7]",baixa,0.9938,638.68
2,anger,"SE p_lr é BAIXO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=638.4]",baixa,0.9941,638.39
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=580.6]",baixa,1.0,580.57
2,anger,"SE p_lr é BAIXO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=564.7]",baixa,0.9934,564.72
2,anger,"SE p_lr é MUITO_ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é ALTA  [conf=0.79, suporte=560.9]",alta,0.7889,560.87
2,anger,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.88, suporte=503.6]",baixa,0.8811,503.64
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=494.8]",baixa,1.0,494.83
2,anger,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.95, suporte=493.8]",baixa,0.946,493.81
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=479.8]",baixa,1.0,479.82
2,anger,"SE p_lr é MEDIO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=473.2]",baixa,0.9942,473.23
2,anger,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.94, suporte=417.1]",baixa,0.9448,417.09
2,anger,"SE p_lr é ALTO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=407.2]",baixa,0.9935,407.25
2,anger,"SE p_lr é MEDIO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.93, suporte=344.7]",baixa,0.9333,344.7
2,anger,"SE p_lr é ALTO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.97, suporte=330.4]",baixa,0.9675,330.43
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.96, suporte=319.3]",baixa,0.9615,319.31
2,anger,"SE p_lr é MUITO_ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.93, suporte=309.4]",baixa,0.9344,309.43
2,anger,"SE p_lr é MUITO_ALTO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.97, suporte=306.6]",baixa,0.9668,306.64
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.96, suporte=289.1]",baixa,0.9598,289.13
2,anger,"SE p_lr é MEDIO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=278.4]",baixa,0.9866,278.38
2,anger,"SE p_lr é MUITO_ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.57, suporte=277.4]",baixa,0.5697,277.38
2,anger,"SE p_lr é MEDIO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=246.2]",baixa,1.0,246.19
2,anger,"SE p_lr é MEDIO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.90, suporte=219.6]",baixa,0.9023,219.59
2,anger,"SE p_lr é ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é ALTA  [conf=0.60, suporte=190.1]",alta,0.5958,190.15
2,anger,"SE p_lr é BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=168.1]",baixa,1.0,168.13
2,anger,"SE p_lr é ALTO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.88, suporte=163.4]",baixa,0.8783,163.37
2,anger,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.78, suporte=155.1]",baixa,0.7771,155.11
2,anger,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.95, suporte=154.2]",baixa,0.9484,154.2
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=137.6]",baixa,1.0,137.6
2,anger,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=129.4]",baixa,1.0,129.39
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=124.6]",baixa,1.0,124.64
2,anger,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.98, suporte=123.1]",baixa,0.9783,123.08
2,anger,"SE p_lr é MUITO_ALTO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=114.2]",baixa,1.0,114.16
2,anger,"SE p_lr é MUITO_ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.66, suporte=109.2]",baixa,0.661,109.24
2,anger,"SE p_lr é MEDIO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.87, suporte=94.2]",baixa,0.8741,94.22
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.97, suporte=89.9]",baixa,0.9686,89.93
2,anger,"SE p_lr é MEDIO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é MEDIA  [conf=0.96, suporte=83.6]",media,0.9608,83.61
2,anger,"SE p_lr é MEDIO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=80.4]",baixa,1.0,80.39
2,anger,"SE p_lr é MUITO_ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é ALTA  [conf=0.74, suporte=74.7]",alta,0.7378,74.74
2,anger,"SE p_lr é MUITO_ALTO E p_bert é MUITO_ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é ALTA  [conf=0.74, suporte=74.6]",alta,0.7412,74.56
2,anger,"SE p_lr é MEDIO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.88, suporte=69.8]",baixa,0.8825,69.84
2,anger,"SE p_lr é BAIXO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=66.7]",baixa,1.0,66.66
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=57.8]",baixa,1.0,57.84
2,anger,"SE p_lr é MUITO_ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.96, suporte=56.7]",baixa,0.9611,56.69
2,anger,"SE p_lr é BAIXO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.66, suporte=49.5]",baixa,0.6595,49.48
2,anger,"SE p_lr é ALTO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.83, suporte=46.8]",baixa,0.8305,46.84
2,anger,"SE p_lr é MUITO_ALTO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.83, suporte=42.8]",baixa,0.8258,42.82
2,anger,"SE p_lr é ALTO E p_bert é MUITO_ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(anger) é ALTA  [conf=0.58, suporte=41.9]",alta,0.5804,41.93
2,anger,"SE p_lr é MUITO_ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é MEDIA  [conf=0.90, suporte=38.2]",media,0.9022,38.21
2,anger,"SE p_lr é MEDIO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é BAIXA  [conf=0.87, suporte=31.8]",baixa,0.8748,31.78
2,anger,"SE p_lr é ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.59, suporte=29.4]",baixa,0.5861,29.36
2,anger,"SE p_lr é BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.98, suporte=26.5]",baixa,0.9757,26.48
2,anger,"SE p_lr é BAIXO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(anger) é ALTA  [conf=0.69, suporte=26.4]",alta,0.6891,26.4
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=24.8]",baixa,1.0,24.82
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.70, suporte=19.8]",baixa,0.7026,19.78
2,anger,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=1.00, suporte=17.1]",baixa,1.0,17.1
2,anger,"SE p_lr é MEDIO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.77, suporte=12.5]",baixa,0.7672,12.53
2,anger,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.70, suporte=12.4]",baixa,0.701,12.42
2,anger,"SE p_lr é MUITO_BAIXO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.99, suporte=11.7]",baixa,0.9866,11.75
2,anger,"SE p_lr é ALTO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é MUITO_ALTO ENTÃO pertinência(anger) é BAIXA  [conf=0.75, suporte=11.6]",baixa,0.7516,11.55
2,annoyance,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.75, suporte=3283.1]",baixa,0.7489,3283.09
2,annoyance,"SE p_lr é MEDIO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.78, suporte=2169.7]",baixa,0.7849,2169.66
2,annoyance,"SE p_lr é MUITO_ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.66, suporte=1864.8]",baixa,0.6615,1864.85
2,annoyance,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.95, suporte=1711.7]",baixa,0.9462,1711.7
2,annoyance,"SE p_lr é MUITO_ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é ALTA  [conf=0.61, suporte=1697.1]",alta,0.6094,1697.09
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.99, suporte=1634.6]",baixa,0.9886,1634.6
2,annoyance,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.78, suporte=1591.8]",baixa,0.7785,1591.76
2,annoyance,"SE p_lr é ALTO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.90, suporte=1588.7]",baixa,0.896,1588.72
2,annoyance,"SE p_lr é MEDIO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.94, suporte=1437.4]",baixa,0.9442,1437.45
2,annoyance,"SE p_lr é MEDIO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.91, suporte=1420.8]",baixa,0.9111,1420.76
2,annoyance,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.97, suporte=1243.4]",baixa,0.9686,1243.36
2,annoyance,"SE p_lr é BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.92, suporte=1135.3]",baixa,0.9212,1135.27
2,annoyance,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.96, suporte=1036.7]",baixa,0.9644,1036.67
2,annoyance,"SE p_lr é ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é MEDIA  [conf=0.97, suporte=1031.2]",media,0.9663,1031.16
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.96, suporte=977.6]",baixa,0.9634,977.6
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.90, suporte=895.5]",baixa,0.9029,895.51
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.86, suporte=878.1]",baixa,0.8621,878.05
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.99, suporte=821.5]",baixa,0.9909,821.54
2,annoyance,"SE p_lr é MUITO_ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(annoyance) é ALTA  [conf=0.72, suporte=792.7]",alta,0.7232,792.68
2,annoyance,"SE p_lr é MEDIO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.95, suporte=772.9]",baixa,0.954,772.94
2,annoyance,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.78, suporte=650.0]",baixa,0.7808,650.02
2,annoyance,"SE p_lr é ALTO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.95, suporte=639.6]",baixa,0.9495,639.64
2,annoyance,"SE p_lr é MUITO_ALTO E p_bert é MEDIO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.91, suporte=613.3]",baixa,0.9105,613.28
2,annoyance,"SE p_lr é MUITO_ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.93, suporte=601.1]",baixa,0.9262,601.11
2,annoyance,"SE p_lr é BAIXO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.99, suporte=595.7]",baixa,0.9875,595.65
2,annoyance,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.95, suporte=540.1]",baixa,0.954,540.12
2,annoyance,"SE p_lr é MEDIO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.99, suporte=520.8]",baixa,0.9925,520.82
2,annoyance,"SE p_lr é MEDIO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.82, suporte=475.8]",baixa,0.8176,475.83
2,annoyance,"SE p_lr é MEDIO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é ALTA  [conf=0.56, suporte=474.7]",alta,0.5641,474.69
2,annoyance,"SE p_lr é BAIXO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.98, suporte=473.1]",baixa,0.9751,473.09
2,annoyance,"SE p_lr é MEDIO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.98, suporte=439.7]",baixa,0.9816,439.66
2,annoyance,"SE p_lr é MUITO_ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.62, suporte=379.1]",baixa,0.6234,379.14
2,annoyance,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.85, suporte=366.8]",baixa,0.8471,366.82
2,annoyance,"SE p_lr é ALTO E p_bert é MUITO_ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(annoyance) é ALTA  [conf=0.60, suporte=358.0]",alta,0.596,358.04
2,annoyance,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.71, suporte=342.4]",baixa,0.714,342.4
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.95, suporte=323.0]",baixa,0.9507,323.04
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é MUITO_BAIXO E sent_pos é ALTO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.99, suporte=322.1]",baixa,0.9876,322.1
2,annoyance,"SE p_lr é BAIXO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.93, suporte=293.0]",baixa,0.9284,292.96
2,annoyance,"SE p_lr é ALTO E p_bert é MUITO_BAIXO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.97, suporte=276.8]",baixa,0.9745,276.82
2,annoyance,"SE p_lr é MEDIO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.94, suporte=276.8]",baixa,0.939,276.8
2,annoyance,"SE p_lr é MUITO_BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.85, suporte=274.7]",baixa,0.8464,274.68
2,annoyance,"SE p_lr é ALTO E p_bert é MEDIO E sent_pos é BAIXO E sent_neg é BAIXO ENTÃO pertinência(annoyance) é BAIXA  [conf=0.90, suporte=269.7]",baixa,0.9025,269.71
